dataset,relative_path,filename,valid,error,keys,poses_shape,trans_shape,betas_shape,dmpls_shape,num_frames,pose_dimensions,fps,gender
BMLrub,03_human_motion/data/AMASS/raw/BMLrub/rub114/0002_treadmill_slow_poses.npz,0002_treadmill_slow_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[2827, 156]","[2827, 3]",[16],"[2827, 8]",2827,156,120.0,male
BMLrub,03_human_motion/data/AMASS/raw/BMLrub/rub114/0003_treadmill_jog_poses.npz,0003_treadmill_jog_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[2966, 156]","[2966, 3]",[16],"[2966, 8]",2966,156,120.0,male
BMLrub,03_human_motion/data/AMASS/raw/BMLrub/rub114/0004_motorcycle_poses.npz,0004_motorcycle_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[467, 156]","[467, 3]",[16],"[467, 8]",467,156,120.0,male
BMLrub,03_human_motion/data/AMASS/raw/BMLrub/rub114/0005_normal_walk1_poses.npz,0005_normal_walk1_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[289, 156]","[289, 3]",[16],"[289, 8]",289,156,120.0,male
BMLrub,03_human_motion/data/AMASS/raw/BMLrub/rub114/0006_normal_walk2_poses.npz,0006_normal_walk2_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[340, 156]","[340, 3]",[16],"[340, 8]",340,156,120.0,male
BMLrub,03_human_motion/data/AMASS/raw/BMLrub/rub114/0007_normal_walk3_poses.npz,0007_normal_walk3_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[291, 156]","[291, 3]",[16],"[291, 8]",291,156,120.0,male
BMLrub,03_human_motion/data/AMASS/raw/BMLrub/rub114/0008_normal_walk4_poses.npz,0008_normal_walk4_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[315, 156]","[315, 3]",[16],"[315, 8]",315,156,120.0,male
BMLrub,03_human_motion/data/AMASS/raw/BMLrub/rub114/0009_normal_jog1_poses.npz,0009_normal_jog1_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[119, 156]","[119, 3]",[16],"[119, 8]",119,156,120.0,male
BMLrub,03_human_motion/data/AMASS/raw/BMLrub/rub114/0010_normal_jog2_poses.npz,0010_normal_jog2_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[151, 156]","[151, 3]",[16],"[151, 8]",151,156,120.0,male
BMLrub,03_human_motion/data/AMASS/raw/BMLrub/rub114/0011_normal_jog3_poses.npz,0011_normal_jog3_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[87, 156]","[87, 3]",[16],"[87, 8]",87,156,120.0,male
BMLrub,03_human_motion/data/AMASS/raw/BMLrub/rub114/0012_normal_jog4_poses.npz,0012_normal_jog4_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[113, 156]","[113, 3]",[16],"[113, 8]",113,156,120.0,male
BMLrub,03_human_motion/data/AMASS/raw/BMLrub/rub114/0013_knocking1_poses.npz,0013_knocking1_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[1087, 156]","[1087, 3]",[16],"[1087, 8]",1087,156,120.0,male
BMLrub,03_human_motion/data/AMASS/raw/BMLrub/rub114/0014_knocking2_poses.npz,0014_knocking2_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[769, 156]","[769, 3]",[16],"[769, 8]",769,156,120.0,male
BMLrub,03_human_motion/data/AMASS/raw/BMLrub/rub114/0015_sitting1_poses.npz,0015_sitting1_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[1200, 156]","[1200, 3]",[16],"[1200, 8]",1200,156,120.0,male
BMLrub,03_human_motion/data/AMASS/raw/BMLrub/rub114/0016_sitting2_poses.npz,0016_sitting2_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[922, 156]","[922, 3]",[16],"[922, 8]",922,156,120.0,male
BMLrub,03_human_motion/data/AMASS/raw/BMLrub/rub114/0017_lifting_light1_poses.npz,0017_lifting_light1_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[696, 156]","[696, 3]",[16],"[696, 8]",696,156,120.0,male
BMLrub,03_human_motion/data/AMASS/raw/BMLrub/rub114/0018_lifting_light2_poses.npz,0018_lifting_light2_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[624, 156]","[624, 3]",[16],"[624, 8]",624,156,120.0,male
BMLrub,03_human_motion/data/AMASS/raw/BMLrub/rub114/0019_lifting_heavy1_poses.npz,0019_lifting_heavy1_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[724, 156]","[724, 3]",[16],"[724, 8]",724,156,120.0,male
BMLrub,03_human_motion/data/AMASS/raw/BMLrub/rub114/0020_catching_and_throwing_poses.npz,0020_catching_and_throwing_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[3519, 156]","[3519, 3]",[16],"[3519, 8]",3519,156,120.0,male
BMLrub,03_human_motion/data/AMASS/raw/BMLrub/rub114/0021_throwing_hard1_poses.npz,0021_throwing_hard1_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[283, 156]","[283, 3]",[16],"[283, 8]",283,156,120.0,male
BMLrub,03_human_motion/data/AMASS/raw/BMLrub/rub114/0022_throwing_hard2_poses.npz,0022_throwing_hard2_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[495, 156]","[495, 3]",[16],"[495, 8]",495,156,120.0,male
BMLrub,03_human_motion/data/AMASS/raw/BMLrub/rub114/0023_throwing_hard3_poses.npz,0023_throwing_hard3_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[354, 156]","[354, 3]",[16],"[354, 8]",354,156,120.0,male
BMLrub,03_human_motion/data/AMASS/raw/BMLrub/rub114/0024_kicking1_poses.npz,0024_kicking1_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[412, 156]","[412, 3]",[16],"[412, 8]",412,156,120.0,male
BMLrub,03_human_motion/data/AMASS/raw/BMLrub/rub114/0025_kicking2_poses.npz,0025_kicking2_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[383, 156]","[383, 3]",[16],"[383, 8]",383,156,120.0,male
BMLrub,03_human_motion/data/AMASS/raw/BMLrub/rub114/0026_circle_walk_poses.npz,0026_circle_walk_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[1995, 156]","[1995, 3]",[16],"[1995, 8]",1995,156,120.0,male
BMLrub,03_human_motion/data/AMASS/raw/BMLrub/rub114/0027_jumping1_poses.npz,0027_jumping1_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[386, 156]","[386, 3]",[16],"[386, 8]",386,156,120.0,male
BMLrub,03_human_motion/data/AMASS/raw/BMLrub/rub114/0028_jumping2_poses.npz,0028_jumping2_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[422, 156]","[422, 3]",[16],"[422, 8]",422,156,120.0,male
BMLrub,03_human_motion/data/AMASS/raw/BMLrub/rub114/0029_rom_poses.npz,0029_rom_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[8605, 156]","[8605, 3]",[16],"[8605, 8]",8605,156,120.0,male
BMLrub,03_human_motion/data/AMASS/raw/BMLrub/rub114/0030_throwing_poses.npz,0030_throwing_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[513, 156]","[513, 3]",[16],"[513, 8]",513,156,120.0,male
BMLrub,03_human_motion/data/AMASS/raw/BMLrub/rub115/0000_treadmill_norm_poses.npz,0000_treadmill_norm_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[2980, 156]","[2980, 3]",[16],"[2980, 8]",2980,156,120.0,male
BMLrub,03_human_motion/data/AMASS/raw/BMLrub/rub115/0001_treadmill_fast_poses.npz,0001_treadmill_fast_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[2914, 156]","[2914, 3]",[16],"[2914, 8]",2914,156,120.0,male
BMLrub,03_human_motion/data/AMASS/raw/BMLrub/rub115/0002_treadmill_slow_poses.npz,0002_treadmill_slow_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[2979, 156]","[2979, 3]",[16],"[2979, 8]",2979,156,120.0,male
BMLrub,03_human_motion/data/AMASS/raw/BMLrub/rub115/0004_motorcycle_poses.npz,0004_motorcycle_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[468, 156]","[468, 3]",[16],"[468, 8]",468,156,120.0,male
BMLrub,03_human_motion/data/AMASS/raw/BMLrub/rub115/0005_normal_walk1_poses.npz,0005_normal_walk1_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[422, 156]","[422, 3]",[16],"[422, 8]",422,156,120.0,male
BMLrub,03_human_motion/data/AMASS/raw/BMLrub/rub115/0006_normal_walk2_poses.npz,0006_normal_walk2_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[416, 156]","[416, 3]",[16],"[416, 8]",416,156,120.0,male
BMLrub,03_human_motion/data/AMASS/raw/BMLrub/rub115/0007_normal_walk3_poses.npz,0007_normal_walk3_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[380, 156]","[380, 3]",[16],"[380, 8]",380,156,120.0,male
BMLrub,03_human_motion/data/AMASS/raw/BMLrub/rub115/0008_normal_walk4_poses.npz,0008_normal_walk4_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[332, 156]","[332, 3]",[16],"[332, 8]",332,156,120.0,male
BMLrub,03_human_motion/data/AMASS/raw/BMLrub/rub115/0009_normal_jog1_poses.npz,0009_normal_jog1_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[151, 156]","[151, 3]",[16],"[151, 8]",151,156,120.0,male
BMLrub,03_human_motion/data/AMASS/raw/BMLrub/rub115/0010_normal_jog2_poses.npz,0010_normal_jog2_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[108, 156]","[108, 3]",[16],"[108, 8]",108,156,120.0,male
BMLrub,03_human_motion/data/AMASS/raw/BMLrub/rub115/0011_normal_jog3_poses.npz,0011_normal_jog3_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[117, 156]","[117, 3]",[16],"[117, 8]",117,156,120.0,male
BMLrub,03_human_motion/data/AMASS/raw/BMLrub/rub115/0012_normal_jog4_poses.npz,0012_normal_jog4_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[113, 156]","[113, 3]",[16],"[113, 8]",113,156,120.0,male
BMLrub,03_human_motion/data/AMASS/raw/BMLrub/rub115/0013_knocking1_poses.npz,0013_knocking1_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[853, 156]","[853, 3]",[16],"[853, 8]",853,156,120.0,male
BMLrub,03_human_motion/data/AMASS/raw/BMLrub/rub115/0014_knocking2_poses.npz,0014_knocking2_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[743, 156]","[743, 3]",[16],"[743, 8]",743,156,120.0,male
BMLrub,03_human_motion/data/AMASS/raw/BMLrub/rub115/0015_sitting1_poses.npz,0015_sitting1_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[1115, 156]","[1115, 3]",[16],"[1115, 8]",1115,156,120.0,male
BMLrub,03_human_motion/data/AMASS/raw/BMLrub/rub115/0016_sitting2_poses.npz,0016_sitting2_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[900, 156]","[900, 3]",[16],"[900, 8]",900,156,120.0,male
BMLrub,03_human_motion/data/AMASS/raw/BMLrub/rub115/0017_lifting_light1_poses.npz,0017_lifting_light1_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[648, 156]","[648, 3]",[16],"[648, 8]",648,156,120.0,male
BMLrub,03_human_motion/data/AMASS/raw/BMLrub/rub115/0018_lifting_light2_poses.npz,0018_lifting_light2_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[588, 156]","[588, 3]",[16],"[588, 8]",588,156,120.0,male
BMLrub,03_human_motion/data/AMASS/raw/BMLrub/rub115/0019_lifting_heavy1_poses.npz,0019_lifting_heavy1_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[770, 156]","[770, 3]",[16],"[770, 8]",770,156,120.0,male
BMLrub,03_human_motion/data/AMASS/raw/BMLrub/rub115/0020_lifting_heavy2_poses.npz,0020_lifting_heavy2_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[697, 156]","[697, 3]",[16],"[697, 8]",697,156,120.0,male
BMLrub,03_human_motion/data/AMASS/raw/BMLrub/rub115/0021_catching_and_throwing_poses.npz,0021_catching_and_throwing_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[3691, 156]","[3691, 3]",[16],"[3691, 8]",3691,156,120.0,male
BMLrub,03_human_motion/data/AMASS/raw/BMLrub/rub115/0022_throwing_hard1_poses.npz,0022_throwing_hard1_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[347, 156]","[347, 3]",[16],"[347, 8]",347,156,120.0,male
BMLrub,03_human_motion/data/AMASS/raw/BMLrub/rub115/0023_throwing_hard2_poses.npz,0023_throwing_hard2_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[445, 156]","[445, 3]",[16],"[445, 8]",445,156,120.0,male
BMLrub,03_human_motion/data/AMASS/raw/BMLrub/rub115/0024_throwing_hard3_poses.npz,0024_throwing_hard3_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[454, 156]","[454, 3]",[16],"[454, 8]",454,156,120.0,male
BMLrub,03_human_motion/data/AMASS/raw/BMLrub/rub115/0025_kicking1_poses.npz,0025_kicking1_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[461, 156]","[461, 3]",[16],"[461, 8]",461,156,120.0,male
BMLrub,03_human_motion/data/AMASS/raw/BMLrub/rub115/0026_kicking2_poses.npz,0026_kicking2_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[509, 156]","[509, 3]",[16],"[509, 8]",509,156,120.0,male
BMLrub,03_human_motion/data/AMASS/raw/BMLrub/rub115/0027_circle_walk_poses.npz,0027_circle_walk_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[1839, 156]","[1839, 3]",[16],"[1839, 8]",1839,156,120.0,male
BMLrub,03_human_motion/data/AMASS/raw/BMLrub/rub115/0028_jumping1_poses.npz,0028_jumping1_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[430, 156]","[430, 3]",[16],"[430, 8]",430,156,120.0,male
BMLrub,03_human_motion/data/AMASS/raw/BMLrub/rub115/0029_jumping2_poses.npz,0029_jumping2_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[444, 156]","[444, 3]",[16],"[444, 8]",444,156,120.0,male
BMLrub,03_human_motion/data/AMASS/raw/BMLrub/rub115/0032_rom_poses.npz,0032_rom_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[9351, 156]","[9351, 3]",[16],"[9351, 8]",9351,156,120.0,male
CMU,03_human_motion/data/AMASS/raw/CMU/01/01_01_poses.npz,01_01_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[2751, 156]","[2751, 3]",[16],"[2751, 8]",2751,156,120.0,male
CMU,03_human_motion/data/AMASS/raw/CMU/01/01_02_poses.npz,01_02_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[4346, 156]","[4346, 3]",[16],"[4346, 8]",4346,156,120.0,male
CMU,03_human_motion/data/AMASS/raw/CMU/01/01_03_poses.npz,01_03_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[4510, 156]","[4510, 3]",[16],"[4510, 8]",4510,156,120.0,male
CMU,03_human_motion/data/AMASS/raw/CMU/01/01_05_poses.npz,01_05_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[4376, 156]","[4376, 3]",[16],"[4376, 8]",4376,156,120.0,male
CMU,03_human_motion/data/AMASS/raw/CMU/01/01_06_poses.npz,01_06_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[5133, 156]","[5133, 3]",[16],"[5133, 8]",5133,156,120.0,male
CMU,03_human_motion/data/AMASS/raw/CMU/01/01_07_poses.npz,01_07_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[4839, 156]","[4839, 3]",[16],"[4839, 8]",4839,156,120.0,male
CMU,03_human_motion/data/AMASS/raw/CMU/01/01_08_poses.npz,01_08_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[2610, 156]","[2610, 3]",[16],"[2610, 8]",2610,156,120.0,male
CMU,03_human_motion/data/AMASS/raw/CMU/01/01_09_poses.npz,01_09_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[4242, 156]","[4242, 3]",[16],"[4242, 8]",4242,156,120.0,male
CMU,03_human_motion/data/AMASS/raw/CMU/01/01_10_poses.npz,01_10_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[3266, 156]","[3266, 3]",[16],"[3266, 8]",3266,156,120.0,male
CMU,03_human_motion/data/AMASS/raw/CMU/01/01_11_poses.npz,01_11_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[4654, 156]","[4654, 3]",[16],"[4654, 8]",4654,156,120.0,male
CMU,03_human_motion/data/AMASS/raw/CMU/02/02_01_poses.npz,02_01_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[343, 156]","[343, 3]",[16],"[343, 8]",343,156,120.0,male
CMU,03_human_motion/data/AMASS/raw/CMU/02/02_02_poses.npz,02_02_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[298, 156]","[298, 3]",[16],"[298, 8]",298,156,120.0,male
CMU,03_human_motion/data/AMASS/raw/CMU/02/02_03_poses.npz,02_03_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[173, 156]","[173, 3]",[16],"[173, 8]",173,156,120.0,male
CMU,03_human_motion/data/AMASS/raw/CMU/02/02_04_poses.npz,02_04_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[483, 156]","[483, 3]",[16],"[483, 8]",483,156,120.0,male
CMU,03_human_motion/data/AMASS/raw/CMU/02/02_05_poses.npz,02_05_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[1854, 156]","[1854, 3]",[16],"[1854, 8]",1854,156,120.0,male
CMU,03_human_motion/data/AMASS/raw/CMU/02/02_06_poses.npz,02_06_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[2235, 156]","[2235, 3]",[16],"[2235, 8]",2235,156,120.0,male
CMU,03_human_motion/data/AMASS/raw/CMU/02/02_07_poses.npz,02_07_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[2251, 156]","[2251, 3]",[16],"[2251, 8]",2251,156,120.0,male
CMU,03_human_motion/data/AMASS/raw/CMU/02/02_08_poses.npz,02_08_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[1500, 156]","[1500, 3]",[16],"[1500, 8]",1500,156,120.0,male
CMU,03_human_motion/data/AMASS/raw/CMU/02/02_09_poses.npz,02_09_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[1033, 156]","[1033, 3]",[16],"[1033, 8]",1033,156,120.0,male
CMU,03_human_motion/data/AMASS/raw/CMU/02/02_10_poses.npz,02_10_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[2645, 156]","[2645, 3]",[16],"[2645, 8]",2645,156,120.0,male
CMU,03_human_motion/data/AMASS/raw/CMU/05/05_01_poses.npz,05_01_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[598, 156]","[598, 3]",[16],"[598, 8]",598,156,120.0,female
CMU,03_human_motion/data/AMASS/raw/CMU/05/05_02_poses.npz,05_02_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[1123, 156]","[1123, 3]",[16],"[1123, 8]",1123,156,120.0,female
CMU,03_human_motion/data/AMASS/raw/CMU/05/05_03_poses.npz,05_03_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[434, 156]","[434, 3]",[16],"[434, 8]",434,156,120.0,female
CMU,03_human_motion/data/AMASS/raw/CMU/05/05_04_poses.npz,05_04_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[1199, 156]","[1199, 3]",[16],"[1199, 8]",1199,156,120.0,female
CMU,03_human_motion/data/AMASS/raw/CMU/05/05_05_poses.npz,05_05_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[915, 156]","[915, 3]",[16],"[915, 8]",915,156,120.0,female
CMU,03_human_motion/data/AMASS/raw/CMU/05/05_06_poses.npz,05_06_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[885, 156]","[885, 3]",[16],"[885, 8]",885,156,120.0,female
CMU,03_human_motion/data/AMASS/raw/CMU/05/05_07_poses.npz,05_07_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[1191, 156]","[1191, 3]",[16],"[1191, 8]",1191,156,120.0,female
CMU,03_human_motion/data/AMASS/raw/CMU/05/05_08_poses.npz,05_08_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[721, 156]","[721, 3]",[16],"[721, 8]",721,156,120.0,female
CMU,03_human_motion/data/AMASS/raw/CMU/05/05_09_poses.npz,05_09_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[1143, 156]","[1143, 3]",[16],"[1143, 8]",1143,156,120.0,female
CMU,03_human_motion/data/AMASS/raw/CMU/05/05_10_poses.npz,05_10_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[817, 156]","[817, 3]",[16],"[817, 8]",817,156,120.0,female
CMU,03_human_motion/data/AMASS/raw/CMU/05/05_11_poses.npz,05_11_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[591, 156]","[591, 3]",[16],"[591, 8]",591,156,120.0,female
CMU,03_human_motion/data/AMASS/raw/CMU/05/05_12_poses.npz,05_12_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[1354, 156]","[1354, 3]",[16],"[1354, 8]",1354,156,120.0,female
CMU,03_human_motion/data/AMASS/raw/CMU/05/05_13_poses.npz,05_13_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[1095, 156]","[1095, 3]",[16],"[1095, 8]",1095,156,120.0,female
CMU,03_human_motion/data/AMASS/raw/CMU/05/05_14_poses.npz,05_14_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[642, 156]","[642, 3]",[16],"[642, 8]",642,156,120.0,female
